CustomerID,Recency,Frequency,Monetary,CustLocation
C1030184,123,1,200.0,BANGALORE
C1030185,87,1,850.0,BANGALORE
C1030237,111,1,3169.0,BANGALORE
C1030283,216,1,50.0,BANGALORE
C1030336,92,2,454.2,BANGALORE
C1030440,87,1,2144.0,BANGALORE
C1030456,92,3,237.38,BANGALORE
C1030462,87,2,240.0,BANGALORE
C1030483,107,1,200.0,BANGALORE
C1030516,86,3,398.0,BANGALORE
C1030553,87,1,104.0,BANGALORE
C1030668,115,2,570.0,BANGALORE
C1030851,63,3,400.0,BANGALORE
C1030872,215,1,473.0,BANGALORE
C1030930,32,2,656.0,BANGALORE
C1031014,115,2,600.0,BANGALORE
C1031049,116,1,20.0,BANGALORE
C1031079,118,4,1306.0,BANGALORE
C1031114,337,1,176.0,BANGALORE
C1031257,109,1,102.0,BANGALORE
C1031267,116,2,308.49,BANGALORE
C1031366,215,1,396.0,BANGALORE
C1031468,112,1,795.3,BANGALORE
C1031486,123,2,2746.22,BANGALORE
C1031486,123,2,2746.22,BANGALORE
C1031530,123,1,1098.0,BANGALORE
C1031541,117,1,21.0,BANGALORE
C1031568,2,2,1134.0,BANGALORE
C1031614,216,1,920.0,BANGALORE
C1031648,245,2,1000.0,BANGALORE
C1031658,123,1,100.0,BANGALORE
C1031678,123,1,320.0,BANGALORE
C1031717,277,1,100.0,BANGALORE
C1031753,185,1,270.0,BANGALORE
C1031764,86,1,100.0,BANGALORE
C1031777,83,1,1700.0,BANGALORE
C1031785,86,3,934.0,BANGALORE
C1031811,111,2,455.0,BANGALORE
C1031823,119,2,838.75,BANGALORE
C1031869,2,2,350.0,BANGALORE
C1031886,305,1,210.0,BANGALORE
C1031969,117,1,105.0,BANGALORE
C1032064,63,1,25000.0,BANGALORE
C1032080,105,1,3490.0,BANGALORE
C1032167,107,1,1516.0,BANGALORE
C1032172,185,1,498.0,BANGALORE
C1032240,105,2,390.0,BANGALORE
C1032340,92,2,737.0,BANGALORE
C1032363,103,2,745.2,BANGALORE
C1032456,215,1,900.0,BANGALORE
C1032525,87,3,300.0,BANGALORE
C1032645,79,1,1500.0,BANGALORE
C1032654,112,1,226.0,BANGALORE
C1032675,245,1,550.0,BANGALORE
C1032679,31,1,561.0,BANGALORE
C1032788,104,2,4420.0,BANGALORE
C1032856,114,1,339.0,BANGALORE
C1032919,79,1,60.0,BANGALORE
C1032959,111,1,255.0,BANGALORE
C1032970,113,1,4500.0,BANGALORE
C1032986,154,1,165.0,BANGALORE
C1033017,83,2,1334.0,BANGALORE
C1033069,105,2,500.0,BANGALORE
C1033092,245,1,782.04,BANGALORE
C1033221,103,2,381.0,BANGALORE
C1033392,185,1,1614.0,BANGALORE
C1033538,108,3,7140.0,BANGALORE
C1033554,50,2,530.0,BANGALORE
C1033580,75,2,421.41,BANGALORE
C1033584,114,2,3495.0,BANGALORE
C1033658,124,1,264.0,BANGALORE
C1033720,113,2,216.0,BANGALORE
C1033720,113,2,216.0,BANGALORE
C1033758,112,1,24.0,BANGALORE
C1033764,245,1,940.0,BANGALORE
C1033792,108,1,250.0,BANGALORE
C1033865,2,2,200.0,BANGALORE
C1033892,118,1,24.0,BANGALORE
C1033969,79,1,500.0,BANGALORE
C1034012,74,1,39.0,BANGALORE
C1034121,93,1,195.0,BANGALORE
C1034133,113,1,884.0,BANGALORE
C1034162,276,1,531.0,BANGALORE
C1034171,115,1,200.0,BANGALORE
C1034183,31,1,325.5,BANGALORE
C1034185,107,1,59.0,BANGALORE
C1034220,83,1,1500.0,BANGALORE
C1034223,32,1,1000.0,BANGALORE
C1034286,74,2,248.0,BANGALORE
C1034289,110,1,146.0,BANGALORE
C1034340,88,3,1402.0,BANGALORE
C1034366,115,2,400.0,BANGALORE
C1034370,305,1,199.0,BANGALORE
C1034389,337,1,235.0,BANGALORE
C1034473,32,1,500.0,BANGALORE
C1034548,336,1,90.0,BANGALORE
C1034565,154,1,5180.0,BANGALORE
C1034587,109,1,150.0,BANGALORE
C1034590,118,1,2095.0,BANGALORE
C1034632,276,1,740.0,BANGALORE
C1034638,105,1,333.0,BANGALORE
C1034666,87,2,494.0,BANGALORE
C1034684,155,1,100.0,BANGALORE
C1034685,305,1,528.82,BANGALORE
C1034720,110,2,7495.0,BANGALORE
C1034727,115,2,2200.0,BANGALORE
C1034727,115,2,2200.0,BANGALORE
C1034746,306,1,500.0,BANGALORE
C1034747,246,1,1312.18,BANGALORE
C1034834,107,1,780.0,BANGALORE
C1034859,31,1,6051.5,BANGALORE
C1034925,108,1,41876.0,BANGALORE
C1034938,102,1,50.0,BANGALORE
C1034941,112,1,500.0,BANGALORE
C1034944,32,2,395.6,BANGALORE
C1034945,103,1,33.0,BANGALORE
C1034963,101,3,1595.0,BANGALORE
C1034974,245,1,1208.0,BANGALORE
C1034981,104,1,2539.94,BANGALORE
C1034985,337,1,1.0,BANGALORE
C1035033,185,1,100.0,BANGALORE
C1035066,108,1,978.0,BANGALORE
C1035142,115,1,7850.0,BANGALORE
C1035234,101,1,197.0,BANGALORE
C1035248,155,1,50.0,BANGALORE
C1035390,31,1,3152.0,BANGALORE
C1035418,92,1,200.0,BANGALORE
C1035534,1,1,500.0,BANGALORE
C1035569,155,1,585.0,BANGALORE
C1035611,277,1,1000.0,BANGALORE
C1035622,103,2,345.0,BANGALORE
C1035627,119,1,1500.0,BANGALORE
C1035636,87,2,400.0,BANGALORE
C1035651,245,1,1274.0,BANGALORE
C1035682,109,1,1000.0,BANGALORE
C1035688,104,1,440.0,BANGALORE
C1035714,123,1,42684.0,BANGALORE
C1035732,110,1,558.0,BANGALORE
C1035741,75,1,129.0,BANGALORE
C1035743,113,1,65000.0,BANGALORE
C1035762,76,2,705.0,BANGALORE
C1035771,124,1,2086.85,BANGALORE
C1035775,155,1,435.0,BANGALORE
C1035851,78,1,5694.3,BANGALORE
C1035866,101,2,1420.0,BANGALORE
C1035919,62,1,229.0,BANGALORE
C1035957,115,1,1136.0,BANGALORE
C1035971,245,1,551.0,BANGALORE
C1035981,87,1,690.0,BANGALORE
C1036068,185,1,2800.0,BANGALORE
C1036085,101,2,1597.0,BANGALORE
C1036146,75,2,800.0,BANGALORE
C1036156,83,2,1633.0,BANGALORE
C1036266,276,1,924.0,BANGALORE
C1036325,112,3,1000.0,BANGALORE
C1036342,31,3,8995.0,BANGALORE
C1036376,87,3,800.0,BANGALORE
C1036376,87,3,800.0,BANGALORE
C1036381,87,2,400.0,BANGALORE
C1036438,116,1,50.0,BANGALORE
C1036458,63,1,710.0,BANGALORE
C1036580,87,2,366.0,BANGALORE
C1036585,154,1,693.0,BANGALORE
C1036632,306,1,3299.0,BANGALORE
C1036668,83,1,366.0,BANGALORE
C1036678,336,2,1054.0,BANGALORE
C1036679,86,2,480.0,BANGALORE
C1036683,1,1,1265.0,BANGALORE
C1036719,155,2,5000.0,BANGALORE
C1036727,103,1,102.0,BANGALORE
C1036733,62,2,1107.86,BANGALORE
C1036773,31,3,550.0,BANGALORE
C1036782,31,1,250.0,BANGALORE
C1036836,185,1,630.0,BANGALORE
C1036839,113,1,664.0,BANGALORE
C1036849,86,1,75.0,BANGALORE
C1036850,103,2,273.0,BANGALORE
C1036859,337,1,500.0,BANGALORE
C1036978,108,1,70.0,BANGALORE
C1036992,75,3,2799.0,BANGALORE
C1037038,112,2,500.0,BANGALORE
C1037065,155,1,190.0,BANGALORE
C1037076,124,1,500.0,BANGALORE
C1037150,215,1,2097.0,BANGALORE
C1037177,111,1,173.0,BANGALORE
C1037256,118,1,600.0,BANGALORE
C1037328,102,1,110.0,BANGALORE
C1037341,336,1,200.0,BANGALORE
C1037354,31,2,200.0,BANGALORE
C1037359,31,2,654.0,BANGALORE
C1037447,2,3,2659.0,BANGALORE
C1037482,215,2,1900.0,BANGALORE
C1037518,336,1,2690.0,BANGALORE
C1037540,31,2,1404.0,BANGALORE
C1037554,115,1,159.0,BANGALORE
C1037572,102,1,225.0,BANGALORE
C1037578,87,1,12100.0,BANGALORE
C1037621,63,1,512.0,BANGALORE
C1037678,111,1,266.0,BANGALORE
C1037779,118,2,1316.0,BANGALORE
C1037871,112,2,3705.0,BANGALORE
C1037873,155,1,743.0,BANGALORE
C1037947,79,1,415.0,BANGALORE
C1038053,112,1,950.0,BANGALORE
C1038118,154,1,10850.0,BANGALORE
C1038127,113,1,729.23,BANGALORE
C1038132,105,1,1202.0,BANGALORE
C1038142,62,3,495.0,BANGALORE
C1038164,215,1,178.0,BANGALORE
C1038169,119,1,700.0,BANGALORE
C1038171,336,1,30.0,BANGALORE
C1038226,111,1,1273.0,BANGALORE
C1038233,105,1,500.0,BANGALORE
C1038235,114,1,200.0,BANGALORE
C1038330,306,1,594.0,BANGALORE
C1038414,123,1,441.0,BANGALORE
C1038434,86,2,548.5,BANGALORE
C1038465,110,1,200.0,BANGALORE
C1038489,276,1,475.0,BANGALORE
C1038538,109,1,649.54,BANGALORE
