CustomerID,Recency,Frequency,Monetary,CustLocation
C1015650,118,1,9500.0,MUMBAI
C1015664,116,2,180.0,MUMBAI
C1015684,118,1,9500.0,MUMBAI
C1015689,62,1,5400.0,MUMBAI
C1015772,106,1,250.0,MUMBAI
C1015789,123,1,1034.0,MUMBAI
C1015821,185,2,3706.0,MUMBAI
C1015835,106,1,300.0,MUMBAI
C1015840,83,1,170.0,MUMBAI
C1015853,106,2,2200.0,MUMBAI
C1015855,87,1,500.0,MUMBAI
C1015864,119,2,3832.75,MUMBAI
C1015864,119,2,3832.75,MUMBAI
C1015872,114,2,1060.0,MUMBAI
C1015919,88,1,222.0,MUMBAI
C1015967,305,1,50.0,MUMBAI
C1015979,75,2,232.5,MUMBAI
C1015987,1,1,290.0,MUMBAI
C1016016,32,1,393.43,MUMBAI
C1016054,32,2,3197.0,MUMBAI
C1016086,2,2,451.0,MUMBAI
C1016136,107,2,325.0,MUMBAI
C1016212,305,1,1.0,MUMBAI
C1016228,92,4,1000.0,MUMBAI
C1016239,336,1,2896.0,MUMBAI
C1016240,83,2,1998.0,MUMBAI
C1016270,75,1,465.0,MUMBAI
C1016282,123,1,662.69,MUMBAI
C1016321,63,1,48.61,MUMBAI
C1016327,336,1,550.0,MUMBAI
C1016362,154,3,1000.0,MUMBAI
C1016383,63,1,11530.0,MUMBAI
C1016386,118,1,100.0,MUMBAI
C1016420,124,2,1600.0,MUMBAI
C1016421,104,1,100.0,MUMBAI
C1016425,88,1,200.0,MUMBAI
C1016449,103,1,300.0,MUMBAI
C1016460,116,1,10000.0,MUMBAI
C1016472,216,1,100.0,MUMBAI
C1016564,111,2,257.0,MUMBAI
C1016714,92,1,910.0,MUMBAI
C1016718,76,1,570.0,MUMBAI
C1016722,154,1,3304.0,MUMBAI
C1016759,155,1,890.0,MUMBAI
C1016820,92,1,2500.0,MUMBAI
C1016826,154,1,1000.0,MUMBAI
C1016830,117,1,100.0,MUMBAI
C1016850,306,1,1330.0,MUMBAI
C1016860,1,1,600.0,MUMBAI
C1016888,116,1,50.0,MUMBAI
C1016950,86,1,30.0,MUMBAI
C1016954,107,1,100.0,MUMBAI
C1016978,93,3,365.0,MUMBAI
C1016985,32,1,50.0,MUMBAI
C1017022,336,2,3225.0,MUMBAI
C1017060,117,1,312.0,MUMBAI
C1017079,277,1,3294.0,MUMBAI
C1017122,113,2,1614.0,MUMBAI
C1017123,79,2,222.0,MUMBAI
C1017130,119,1,5100.0,MUMBAI
C1017155,103,2,378.0,MUMBAI
C1017155,103,2,378.0,MUMBAI
C1017179,87,1,250.0,MUMBAI
C1017223,118,3,11999.0,MUMBAI
C1017250,155,2,1200.0,MUMBAI
C1017250,155,2,1200.0,MUMBAI
C1017270,215,1,1000.0,MUMBAI
C1017338,107,2,500.0,MUMBAI
C1017437,31,1,2099.66,MUMBAI
C1017439,75,1,1498.0,MUMBAI
C1017454,111,1,50.0,MUMBAI
C1017458,74,1,540.0,MUMBAI
C1017464,62,1,711.0,MUMBAI
C1017521,115,1,60.0,MUMBAI
C1017541,108,2,4700.0,MUMBAI
C1017548,32,1,500.0,MUMBAI
C1017650,86,2,500.0,MUMBAI
C1017663,113,2,1722.35,MUMBAI
C1017744,1,2,835.0,MUMBAI
C1017758,154,2,510.0,MUMBAI
C1017766,117,2,2495.0,MUMBAI
C1017766,117,2,2495.0,MUMBAI
C1017871,103,1,100.0,MUMBAI
C1017892,155,2,5740.0,MUMBAI
C1017961,337,1,200.0,MUMBAI
C1017962,31,1,500.0,MUMBAI
C1017968,306,1,1008.63,MUMBAI
C1018049,93,2,1262.68,MUMBAI
C1018118,123,1,317.0,MUMBAI
C1018124,103,1,265.0,MUMBAI
C1018159,112,1,200.0,MUMBAI
C1018172,102,1,834.0,MUMBAI
C1018184,2,1,3450.0,MUMBAI
C1018236,93,1,1506.0,MUMBAI
C1018355,86,2,349.0,MUMBAI
C1018371,101,2,148.0,MUMBAI
C1018412,185,1,14840.0,MUMBAI
C1018447,118,1,375.01,MUMBAI
C1018487,86,2,204.0,MUMBAI
C1018556,32,3,1350.0,MUMBAI
C1018570,115,1,181.0,MUMBAI
C1018572,116,1,121.0,MUMBAI
C1018576,336,1,1587.0,MUMBAI
C1018624,106,2,4631.0,MUMBAI
C1018630,184,1,438.0,MUMBAI
C1018645,2,1,55.0,MUMBAI
C1018690,216,1,157.0,MUMBAI
C1018691,76,1,300.0,MUMBAI
C1018711,337,1,44.0,MUMBAI
C1018720,93,1,1957.0,MUMBAI
C1018784,123,1,149.0,MUMBAI
C1018827,184,1,142.0,MUMBAI
C1018831,305,1,26624.0,MUMBAI
C1018844,102,1,284.69,MUMBAI
C1018845,113,1,1093.0,MUMBAI
C1018872,111,2,40.0,MUMBAI
C1018890,306,1,3000.0,MUMBAI
C1018911,106,1,380.0,MUMBAI
